Snapshot Period,Charging Dept Name,Union,Sum of Budgeted Positions,Sum of Net Vacancy_Overfill
OCT-24,INFORMATION TECHNOLOGY SERVICES,AFSCME,5,2
OCT-24,INFORMATION TECHNOLOGY SERVICES,ATU,6,2
OCT-24,INFORMATION TECHNOLOGY SERVICES,TCU,2,1
OCT-24,INFORMATION TECHNOLOGY SERVICES,UTU,2,1
OCT-24,BUS TRANSIT OPERATIONS,NC,2,1
OCT-24,BUS TRANSIT OPERATIONS,TEAMS,1,1
OCT-24,BUS TRANSIT OPERATIONS,AFSCME,3,1
OCT-24,BUS TRANSIT OPERATIONS,ATU,3,1
OCT-24,BUS TRANSIT OPERATIONS,TCU,1,1
OCT-24,BUS TRANSIT OPERATIONS,UTU,1,1
OCT-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",NC,4,1
OCT-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",TEAMS,3,1
OCT-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",AFSCME,6,2
OCT-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",ATU,8,2
OCT-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",TCU,3,1
OCT-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",UTU,2,1
OCT-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",NC,3,1
OCT-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",TEAMS,2,1
OCT-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",AFSCME,5,2
OCT-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",ATU,6,2
OCT-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",TCU,3,1
OCT-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",UTU,2,1
OCT-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,NC,4,1
OCT-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,TEAMS,2,1
OCT-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,AFSCME,6,2
OCT-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,ATU,7,2
OCT-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,TCU,3,1
OCT-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,UTU,2,1
OCT-24,FACILITIES,NC,2,1
OCT-24,FACILITIES,TEAMS,1,1
OCT-24,FACILITIES,AFSCME,3,1
OCT-24,FACILITIES,ATU,3,1
OCT-24,FACILITIES,TCU,1,1
OCT-24,FACILITIES,UTU,1,1
OCT-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,NC,3,1
OCT-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,TEAMS,2,1
OCT-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,AFSCME,4,1
OCT-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,ATU,5,2
OCT-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,TCU,2,1
OCT-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,UTU,1,1
OCT-24,OPERATIONS STRATEGIC INITIATIVE,NC,4,1
OCT-24,OPERATIONS STRATEGIC INITIATIVE,TEAMS,3,1
OCT-24,OPERATIONS STRATEGIC INITIATIVE,AFSCME,6,2
OCT-24,OPERATIONS STRATEGIC INITIATIVE,ATU,8,2
OCT-24,OPERATIONS STRATEGIC INITIATIVE,TCU,3,1
OCT-24,OPERATIONS STRATEGIC INITIATIVE,UTU,2,1
OCT-24,BUS DIVISION MAINTENANCE,NC,4,1
OCT-24,BUS DIVISION MAINTENANCE,TEAMS,2,1
OCT-24,BUS DIVISION MAINTENANCE,AFSCME,6,2
OCT-24,BUS DIVISION MAINTENANCE,ATU,8,2
OCT-24,BUS DIVISION MAINTENANCE,TCU,3,1
OCT-24,BUS DIVISION MAINTENANCE,UTU,2,1
OCT-24,CONTRACT SERVICES,NC,2,1
OCT-24,CONTRACT SERVICES,TEAMS,2,1
OCT-24,CONTRACT SERVICES,AFSCME,4,1
OCT-24,CONTRACT SERVICES,ATU,4,2
OCT-24,CONTRACT SERVICES,TCU,2,1
OCT-24,CONTRACT SERVICES,UTU,1,1
OCT-24,MICROTRANSIT OPERATIONS,NC,3,1
OCT-24,MICROTRANSIT OPERATIONS,TEAMS,2,1
OCT-24,MICROTRANSIT OPERATIONS,AFSCME,5,2
OCT-24,MICROTRANSIT OPERATIONS,ATU,6,2
OCT-24,MICROTRANSIT OPERATIONS,TCU,2,1
OCT-24,MICROTRANSIT OPERATIONS,UTU,2,1
OCT-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",NC,2,1
OCT-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",TEAMS,1,1
OCT-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",AFSCME,3,1
OCT-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",ATU,3,1
OCT-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",TCU,1,1
OCT-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",UTU,1,1
OCT-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,NC,3,1
OCT-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,TEAMS,2,1
OCT-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,AFSCME,4,1
OCT-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,ATU,5,2
OCT-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,TCU,2,1
OCT-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,UTU,1,1
OCT-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",NC,3,1
OCT-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",TEAMS,2,1
OCT-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",AFSCME,5,2
OCT-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",ATU,6,2
OCT-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",TCU,2,1
OCT-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",UTU,2,1
OCT-24,RAIL FLEET SERVICES MAINTENANCE,NC,3,1
OCT-24,RAIL FLEET SERVICES MAINTENANCE,TEAMS,2,1
OCT-24,RAIL FLEET SERVICES MAINTENANCE,AFSCME,6,2
OCT-24,RAIL FLEET SERVICES MAINTENANCE,ATU,7,2
OCT-24,RAIL FLEET SERVICES MAINTENANCE,TCU,3,1
OCT-24,RAIL FLEET SERVICES MAINTENANCE,UTU,2,1
OCT-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",NC,2,1
OCT-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",TEAMS,1,1
OCT-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",AFSCME,2,1
OCT-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",ATU,3,1
OCT-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",TCU,1,1
OCT-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",UTU,1,1
OCT-24,RAIL TRANSIT OPERATIONS,NC,3,1
OCT-24,RAIL TRANSIT OPERATIONS,TEAMS,2,1
OCT-24,RAIL TRANSIT OPERATIONS,AFSCME,6,2
OCT-24,RAIL TRANSIT OPERATIONS,ATU,7,2
OCT-24,RAIL TRANSIT OPERATIONS,TCU,3,1
OCT-24,RAIL TRANSIT OPERATIONS,UTU,2,1
OCT-24,ITS/SPEED & RELIABILITY GROUP,NC,3,1
OCT-24,ITS/SPEED & RELIABILITY GROUP,TEAMS,2,1
OCT-24,ITS/SPEED & RELIABILITY GROUP,AFSCME,4,1
OCT-24,ITS/SPEED & RELIABILITY GROUP,ATU,5,2
OCT-24,ITS/SPEED & RELIABILITY GROUP,TCU,2,1
OCT-24,ITS/SPEED & RELIABILITY GROUP,UTU,1,1
NOV-24,CONGESTION REDUCTION,NC,2,1
NOV-24,CONGESTION REDUCTION,TEAMS,2,1
NOV-24,CONGESTION REDUCTION,AFSCME,4,2
NOV-24,CONGESTION REDUCTION,ATU,4,3
NOV-24,CONGESTION REDUCTION,TCU,2,1
NOV-24,CONGESTION REDUCTION,UTU,1,1
NOV-24,"EXECUTIVE OFFICE, SHARED MOBILITY",NC,2,1
NOV-24,"EXECUTIVE OFFICE, SHARED MOBILITY",TEAMS,2,1
NOV-24,"EXECUTIVE OFFICE, SHARED MOBILITY",AFSCME,4,2
NOV-24,"EXECUTIVE OFFICE, SHARED MOBILITY",ATU,4,3
NOV-24,"EXECUTIVE OFFICE, SHARED MOBILITY",TCU,2,1
NOV-24,"EXECUTIVE OFFICE, SHARED MOBILITY",UTU,1,1
NOV-24,DPS CARE-BASED SERVICE DEPARTMENT,NC,2,1
NOV-24,DPS CARE-BASED SERVICE DEPARTMENT,TEAMS,2,1
NOV-24,DPS CARE-BASED SERVICE DEPARTMENT,AFSCME,4,2
NOV-24,DPS CARE-BASED SERVICE DEPARTMENT,ATU,4,3
NOV-24,DPS CARE-BASED SERVICE DEPARTMENT,TCU,2,1
NOV-24,DPS CARE-BASED SERVICE DEPARTMENT,UTU,1,1
NOV-24,SYSTEM SECURITY DEPARTMENT,NC,4,2
NOV-24,SYSTEM SECURITY DEPARTMENT,TEAMS,2,1
NOV-24,SYSTEM SECURITY DEPARTMENT,AFSCME,6,4
NOV-24,SYSTEM SECURITY DEPARTMENT,ATU,7,4
NOV-24,SYSTEM SECURITY DEPARTMENT,TCU,3,2
NOV-24,SYSTEM SECURITY DEPARTMENT,UTU,2,1
NOV-24,EMERGENCY SECURITY OPERATIONS CENTER,NC,2,1
NOV-24,EMERGENCY SECURITY OPERATIONS CENTER,TEAMS,1,1
NOV-24,EMERGENCY SECURITY OPERATIONS CENTER,AFSCME,4,2
NOV-24,EMERGENCY SECURITY OPERATIONS CENTER,ATU,4,2
NOV-24,EMERGENCY SECURITY OPERATIONS CENTER,TCU,2,1
NOV-24,EMERGENCY SECURITY OPERATIONS CENTER,UTU,1,1
NOV-24,OFFICE THE CHIEF OF POLICE,NC,3,2
NOV-24,OFFICE THE CHIEF OF POLICE,TEAMS,2,1
NOV-24,OFFICE THE CHIEF OF POLICE,AFSCME,6,3
NOV-24,OFFICE THE CHIEF OF POLICE,ATU,7,4
NOV-24,OFFICE THE CHIEF OF POLICE,TCU,3,2
NOV-24,OFFICE THE CHIEF OF POLICE,UTU,2,1
NOV-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",NC,4,2
NOV-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",TEAMS,2,2
NOV-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",AFSCME,6,4
NOV-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",ATU,8,4
NOV-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",TCU,3,2
NOV-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",UTU,2,1
NOV-24,VEHICLE ENGINEERING & ACQUISITION,NC,3,2
NOV-24,VEHICLE ENGINEERING & ACQUISITION,TEAMS,2,1
NOV-24,VEHICLE ENGINEERING & ACQUISITION,AFSCME,5,3
NOV-24,VEHICLE ENGINEERING & ACQUISITION,ATU,6,3
NOV-24,VEHICLE ENGINEERING & ACQUISITION,TCU,2,1
NOV-24,VEHICLE ENGINEERING & ACQUISITION,UTU,2,1
NOV-24,CHIEF OPERATIONS OFFICE,NC,4,2
NOV-24,CHIEF OPERATIONS OFFICE,TEAMS,2,1
NOV-24,CHIEF OPERATIONS OFFICE,AFSCME,6,4
NOV-24,CHIEF OPERATIONS OFFICE,ATU,7,4
NOV-24,CHIEF OPERATIONS OFFICE,TCU,3,2
NOV-24,CHIEF OPERATIONS OFFICE,UTU,2,1
NOV-24,VEHICLE MAINTENANCE AND ENGINEERING,NC,3,2
NOV-24,VEHICLE MAINTENANCE AND ENGINEERING,TEAMS,2,1
NOV-24,VEHICLE MAINTENANCE AND ENGINEERING,AFSCME,5,3
NOV-24,VEHICLE MAINTENANCE AND ENGINEERING,ATU,6,3
NOV-24,VEHICLE MAINTENANCE AND ENGINEERING,TCU,2,1
NOV-24,VEHICLE MAINTENANCE AND ENGINEERING,UTU,2,1
NOV-24,SERVICE DEVELOPMENT & SCHEDULING,NC,2,1
NOV-24,SERVICE DEVELOPMENT & SCHEDULING,TEAMS,1,1
NOV-24,SERVICE DEVELOPMENT & SCHEDULING,AFSCME,3,2
NOV-24,SERVICE DEVELOPMENT & SCHEDULING,ATU,4,2
NOV-24,SERVICE DEVELOPMENT & SCHEDULING,TCU,1,1
NOV-24,SERVICE DEVELOPMENT & SCHEDULING,UTU,1,1
NOV-24,WORKFORCE MANAGEMENT,NC,4,2
NOV-24,WORKFORCE MANAGEMENT,TEAMS,2,1
NOV-24,WORKFORCE MANAGEMENT,AFSCME,6,4
NOV-24,WORKFORCE MANAGEMENT,ATU,7,4
NOV-24,WORKFORCE MANAGEMENT,TCU,3,2
NOV-24,WORKFORCE MANAGEMENT,UTU,2,1
NOV-24,INFORMATION TECHNOLOGY SERVICES,NC,3,2
NOV-24,INFORMATION TECHNOLOGY SERVICES,TEAMS,2,1
NOV-24,INFORMATION TECHNOLOGY SERVICES,AFSCME,5,3
NOV-24,INFORMATION TECHNOLOGY SERVICES,ATU,6,4
NOV-24,INFORMATION TECHNOLOGY SERVICES,TCU,2,1
NOV-24,INFORMATION TECHNOLOGY SERVICES,UTU,2,1
NOV-24,BUS TRANSIT OPERATIONS,NC,2,1
NOV-24,BUS TRANSIT OPERATIONS,TEAMS,1,1
NOV-24,BUS TRANSIT OPERATIONS,AFSCME,3,2
NOV-24,BUS TRANSIT OPERATIONS,ATU,3,2
NOV-24,BUS TRANSIT OPERATIONS,TCU,1,1
NOV-24,BUS TRANSIT OPERATIONS,UTU,1,1
NOV-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",NC,4,2
NOV-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",TEAMS,3,2
NOV-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",AFSCME,6,4
NOV-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",ATU,8,4
NOV-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",TCU,3,2
NOV-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",UTU,2,1
NOV-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",NC,3,2
NOV-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",TEAMS,2,1
NOV-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",AFSCME,5,3
NOV-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",ATU,6,4
NOV-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",TCU,3,1
NOV-24,"EXECUTIVE DIRECTOR, BUS MAINTENANCE",UTU,2,1
NOV-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,NC,4,2
NOV-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,TEAMS,2,1
NOV-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,AFSCME,6,4
NOV-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,ATU,7,4
NOV-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,TCU,3,2
NOV-24,FACILITIES CONTRACTED MAINTENANCE & OPS CONTRACTS,UTU,2,1
NOV-24,FACILITIES,NC,2,1
NOV-24,FACILITIES,TEAMS,1,1
NOV-24,FACILITIES,AFSCME,3,2
NOV-24,FACILITIES,ATU,3,2
NOV-24,FACILITIES,TCU,1,1
NOV-24,FACILITIES,UTU,1,1
NOV-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,NC,3,2
NOV-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,TEAMS,2,1
NOV-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,AFSCME,4,2
NOV-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,ATU,5,3
NOV-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,TCU,2,1
NOV-24,MOTORIST SERVICES & REGIONAL SHARED MOBILITY PRGMS,UTU,1,1
NOV-24,OPERATIONS STRATEGIC INITIATIVE,NC,4,2
NOV-24,OPERATIONS STRATEGIC INITIATIVE,TEAMS,3,2
NOV-24,OPERATIONS STRATEGIC INITIATIVE,AFSCME,6,4
NOV-24,OPERATIONS STRATEGIC INITIATIVE,ATU,8,4
NOV-24,OPERATIONS STRATEGIC INITIATIVE,TCU,3,2
NOV-24,OPERATIONS STRATEGIC INITIATIVE,UTU,2,1
NOV-24,BUS DIVISION MAINTENANCE,NC,4,2
NOV-24,BUS DIVISION MAINTENANCE,TEAMS,2,2
NOV-24,BUS DIVISION MAINTENANCE,AFSCME,6,4
NOV-24,BUS DIVISION MAINTENANCE,ATU,8,4
NOV-24,BUS DIVISION MAINTENANCE,TCU,3,2
NOV-24,BUS DIVISION MAINTENANCE,UTU,2,1
NOV-24,CONTRACT SERVICES,NC,2,1
NOV-24,CONTRACT SERVICES,TEAMS,2,1
NOV-24,CONTRACT SERVICES,AFSCME,4,2
NOV-24,CONTRACT SERVICES,ATU,4,3
NOV-24,CONTRACT SERVICES,TCU,2,1
NOV-24,CONTRACT SERVICES,UTU,1,1
NOV-24,MICROTRANSIT OPERATIONS,NC,3,2
NOV-24,MICROTRANSIT OPERATIONS,TEAMS,2,1
NOV-24,MICROTRANSIT OPERATIONS,AFSCME,5,3
NOV-24,MICROTRANSIT OPERATIONS,ATU,6,3
NOV-24,MICROTRANSIT OPERATIONS,TCU,2,1
NOV-24,MICROTRANSIT OPERATIONS,UTU,2,1
NOV-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",NC,2,1
NOV-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",TEAMS,1,1
NOV-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",AFSCME,3,2
NOV-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",ATU,3,2
NOV-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",TCU,1,1
NOV-24,"EXECUTIVE DIRECTOR, MAINTENANCE AND ENGINEERING",UTU,1,1
NOV-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,NC,3,2
NOV-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,TEAMS,2,1
NOV-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,AFSCME,4,2
NOV-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,ATU,5,3
NOV-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,TCU,2,1
NOV-24,RAIL MAINTENANCE OF WAY & MOW ENGINEERING,UTU,1,1
NOV-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",NC,3,2
NOV-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",TEAMS,2,1
NOV-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",AFSCME,5,3
NOV-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",ATU,6,3
NOV-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",TCU,2,1
NOV-24,"EXECUTIVE DIRECTOR, RAIL MAINTENANCE",UTU,2,1
NOV-24,RAIL FLEET SERVICES MAINTENANCE,NC,3,2
NOV-24,RAIL FLEET SERVICES MAINTENANCE,TEAMS,2,1
NOV-24,RAIL FLEET SERVICES MAINTENANCE,AFSCME,6,3
NOV-24,RAIL FLEET SERVICES MAINTENANCE,ATU,7,4
NOV-24,RAIL FLEET SERVICES MAINTENANCE,TCU,3,2
NOV-24,RAIL FLEET SERVICES MAINTENANCE,UTU,2,1
NOV-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",NC,2,1
NOV-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",TEAMS,1,1
NOV-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",AFSCME,2,2
NOV-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",ATU,3,2
NOV-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",TCU,1,1
NOV-24,"EXECUTIVE OFFICE, TRANSIT SERVICE DELIVERY",UTU,1,1
NOV-24,RAIL TRANSIT OPERATIONS,NC,3,2
NOV-24,RAIL TRANSIT OPERATIONS,TEAMS,2,1
NOV-24,RAIL TRANSIT OPERATIONS,AFSCME,6,4
NOV-24,RAIL TRANSIT OPERATIONS,ATU,7,4
NOV-24,RAIL TRANSIT OPERATIONS,TCU,3,2
NOV-24,RAIL TRANSIT OPERATIONS,UTU,2,1
NOV-24,ITS/SPEED & RELIABILITY GROUP,NC,3,2
NOV-24,ITS/SPEED & RELIABILITY GROUP,TEAMS,2,1
NOV-24,ITS/SPEED & RELIABILITY GROUP,AFSCME,4,2
NOV-24,ITS/SPEED & RELIABILITY GROUP,ATU,5,3
NOV-24,ITS/SPEED & RELIABILITY GROUP,TCU,2,1
NOV-24,ITS/SPEED & RELIABILITY GROUP,UTU,1,1
DEC-24,CONGESTION REDUCTION,NC,2,1
DEC-24,CONGESTION REDUCTION,TEAMS,2,1
DEC-24,CONGESTION REDUCTION,AFSCME,4,2
DEC-24,CONGESTION REDUCTION,ATU,4,2
DEC-24,CONGESTION REDUCTION,TCU,2,1
DEC-24,CONGESTION REDUCTION,UTU,1,1
DEC-24,"EXECUTIVE OFFICE, SHARED MOBILITY",NC,2,1
DEC-24,"EXECUTIVE OFFICE, SHARED MOBILITY",TEAMS,2,1
DEC-24,"EXECUTIVE OFFICE, SHARED MOBILITY",AFSCME,4,2
DEC-24,"EXECUTIVE OFFICE, SHARED MOBILITY",ATU,4,2
DEC-24,"EXECUTIVE OFFICE, SHARED MOBILITY",TCU,2,1
DEC-24,"EXECUTIVE OFFICE, SHARED MOBILITY",UTU,1,1
DEC-24,DPS CARE-BASED SERVICE DEPARTMENT,NC,2,1
DEC-24,DPS CARE-BASED SERVICE DEPARTMENT,TEAMS,2,1
DEC-24,DPS CARE-BASED SERVICE DEPARTMENT,AFSCME,4,2
DEC-24,DPS CARE-BASED SERVICE DEPARTMENT,ATU,4,2
DEC-24,DPS CARE-BASED SERVICE DEPARTMENT,TCU,2,1
DEC-24,DPS CARE-BASED SERVICE DEPARTMENT,UTU,1,1
DEC-24,SYSTEM SECURITY DEPARTMENT,NC,4,2
DEC-24,SYSTEM SECURITY DEPARTMENT,TEAMS,2,1
DEC-24,SYSTEM SECURITY DEPARTMENT,AFSCME,6,3
DEC-24,SYSTEM SECURITY DEPARTMENT,ATU,7,4
DEC-24,SYSTEM SECURITY DEPARTMENT,TCU,3,1
DEC-24,SYSTEM SECURITY DEPARTMENT,UTU,2,1
DEC-24,EMERGENCY SECURITY OPERATIONS CENTER,NC,2,1
DEC-24,EMERGENCY SECURITY OPERATIONS CENTER,TEAMS,1,1
DEC-24,EMERGENCY SECURITY OPERATIONS CENTER,AFSCME,4,2
DEC-24,EMERGENCY SECURITY OPERATIONS CENTER,ATU,4,2
DEC-24,EMERGENCY SECURITY OPERATIONS CENTER,TCU,2,1
DEC-24,EMERGENCY SECURITY OPERATIONS CENTER,UTU,1,1
DEC-24,OFFICE THE CHIEF OF POLICE,NC,3,2
DEC-24,OFFICE THE CHIEF OF POLICE,TEAMS,2,1
DEC-24,OFFICE THE CHIEF OF POLICE,AFSCME,6,3
DEC-24,OFFICE THE CHIEF OF POLICE,ATU,7,3
DEC-24,OFFICE THE CHIEF OF POLICE,TCU,3,1
DEC-24,OFFICE THE CHIEF OF POLICE,UTU,2,1
DEC-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",NC,4,2
DEC-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",TEAMS,2,1
DEC-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",AFSCME,6,3
DEC-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",ATU,8,4
DEC-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",TCU,3,1
DEC-24,"EXECUTIVE OFFICE, ADMINISTRATION AND DEVELOPMENT",UTU,2,1
DEC-24,VEHICLE ENGINEERING & ACQUISITION,NC,3,1
DEC-24,VEHICLE ENGINEERING & ACQUISITION,TEAMS,2,1
DEC-24,VEHICLE ENGINEERING & ACQUISITION,AFSCME,5,2
DEC-24,VEHICLE ENGINEERING & ACQUISITION,ATU,6,3
DEC-24,VEHICLE ENGINEERING & ACQUISITION,TCU,2,1
DEC-24,VEHICLE ENGINEERING & ACQUISITION,UTU,2,1
DEC-24,CHIEF OPERATIONS OFFICE,NC,4,2
DEC-24,CHIEF OPERATIONS OFFICE,TEAMS,2,1
DEC-24,CHIEF OPERATIONS OFFICE,AFSCME,6,3
DEC-24,CHIEF OPERATIONS OFFICE,ATU,7,4
DEC-24,CHIEF OPERATIONS OFFICE,TCU,3,1
DEC-24,CHIEF OPERATIONS OFFICE,UTU,2,1
DEC-24,VEHICLE MAINTENANCE AND ENGINEERING,NC,3,1
DEC-24,VEHICLE MAINTENANCE AND ENGINEERING,TEAMS,2,1
DEC-24,VEHICLE MAINTENANCE AND ENGINEERING,AFSCME,5,2
DEC-24,VEHICLE MAINTENANCE AND ENGINEERING,ATU,6,3
DEC-24,VEHICLE MAINTENANCE AND ENGINEERING,TCU,2,1
DEC-24,VEHICLE MAINTENANCE AND ENGINEERING,UTU,2,1
DEC-24,SERVICE DEVELOPMENT & SCHEDULING,NC,2,1
DEC-24,SERVICE DEVELOPMENT & SCHEDULING,TEAMS,1,1
DEC-24,SERVICE DEVELOPMENT & SCHEDULING,AFSCME,3,2
DEC-24,SERVICE DEVELOPMENT & SCHEDULING,ATU,4,2
DEC-24,SERVICE DEVELOPMENT & SCHEDULING,TCU,1,1
DEC-24,SERVICE DEVELOPMENT & SCHEDULING,UTU,1,1
DEC-24,WORKFORCE MANAGEMENT,NC,4,2
DEC-24,WORKFORCE MANAGEMENT,TEAMS,2,1
DEC-24,WORKFORCE MANAGEMENT,AFSCME,6,3
DEC-24,WORKFORCE MANAGEMENT,ATU,7,4
DEC-24,WORKFORCE MANAGEMENT,TCU,3,1
DEC-24,WORKFORCE MANAGEMENT,UTU,2,1
DEC-24,INFORMATION TECHNOLOGY SERVICES,NC,3,2
DEC-24,INFORMATION TECHNOLOGY SERVICES,TEAMS,2,1
DEC-24,INFORMATION TECHNOLOGY SERVICES,AFSCME,5,2
DEC-24,INFORMATION TECHNOLOGY SERVICES,ATU,6,3
DEC-24,INFORMATION TECHNOLOGY SERVICES,TCU,2,1
DEC-24,INFORMATION TECHNOLOGY SERVICES,UTU,2,1
DEC-24,BUS TRANSIT OPERATIONS,NC,2,1
DEC-24,BUS TRANSIT OPERATIONS,TEAMS,1,1
DEC-24,BUS TRANSIT OPERATIONS,AFSCME,3,1
DEC-24,BUS TRANSIT OPERATIONS,ATU,3,2
DEC-24,BUS TRANSIT OPERATIONS,TCU,1,1
DEC-24,BUS TRANSIT OPERATIONS,UTU,1,1
DEC-24,"CENTRAL OPERATIONS, TRANSIT SERVICE DELIVERY",NC,4,2
